Set,LSTM_Probability,Actual
Train,0.5007888,0
Train,0.5003475,0
Train,0.4998397,0
Train,0.49916273,1
Train,0.49841142,0
Train,0.49769616,0
Train,0.49702546,0
Train,0.49642634,1
Train,0.49589735,1
Train,0.49536896,0
Train,0.4948311,1
Train,0.49428156,1
Train,0.49372968,1
Train,0.4931873,0
Train,0.492713,0
Train,0.4923208,1
Train,0.49197382,1
Train,0.4916016,0
Train,0.49125156,0
Train,0.49096557,0
Train,0.49080458,0
Train,0.4907833,0
Train,0.49085385,1
Train,0.49099946,1
Train,0.49124157,0
Train,0.4916403,1
Train,0.49225134,0
Train,0.49307922,1
Train,0.49407437,0
Train,0.49520653,1
Train,0.4964022,0
Train,0.49758768,1
Train,0.49859545,0
Train,0.49958572,0
Train,0.50047606,0
Train,0.50122523,1
Train,0.5017625,1
Train,0.5021949,1
Train,0.5025702,0
Train,0.50275254,0
Train,0.50272536,1
Validation,0.4982538,1
Validation,0.49862278,1
Validation,0.4988536,0
Validation,0.4989549,1
Validation,0.4989665,0
Validation,0.49900982,1
Validation,0.49918965,1
Validation,0.49955505,1
Validation,0.50014216,1
Validation,0.5009483,1
Validation,0.5018382,1
Validation,0.50282466,1
Validation,0.50385225,1
Validation,0.5047838,1
Validation,0.5055207,0
Validation,0.50605077,1
Validation,0.50629556,0
Validation,0.50616866,0
Validation,0.5058455,1
Validation,0.50516534,1
Validation,0.5042994,1
Validation,0.5032841,0
Validation,0.5022038,1
Validation,0.5010707,0
Validation,0.49995324,1
Validation,0.49882415,0
Validation,0.4977408,1
Validation,0.49678385,0
Validation,0.49598634,1
Validation,0.49534103,0
Validation,0.49486068,1
Validation,0.4945248,1
Validation,0.49427193,0
Validation,0.49410248,0
Validation,0.4940229,0
Validation,0.4940016,0
Validation,0.49401432,0
Validation,0.4940242,1
Validation,0.4939866,0
Validation,0.49390563,0
Validation,0.49379495,0
Validation,0.49368104,1
Validation,0.4935728,0
Validation,0.49350047,1
Validation,0.49346557,1
Validation,0.49347246,1
Validation,0.49349886,0
Validation,0.49365175,1
Validation,0.4940303,1
Validation,0.49463078,0
Validation,0.49544564,1
Validation,0.4963712,0
Validation,0.49734756,0
Validation,0.49828994,0
Validation,0.49911422,0
Validation,0.4997604,0
Validation,0.50013536,1
Validation,0.5001924,0
Validation,0.4999826,0
Validation,0.49951705,1
Validation,0.49886006,0
Validation,0.49807596,0
Validation,0.49725372,0
Validation,0.49646357,1
Validation,0.4957597,0
Validation,0.49513182,0
Validation,0.49459842,0
Validation,0.4941581,0
Validation,0.49379906,0
Validation,0.49351192,1
Validation,0.49328792,1
Validation,0.4931108,1
Validation,0.49297503,1
Validation,0.49298686,0
Validation,0.4931905,1
Validation,0.49356383,1
Validation,0.49402946,0
Validation,0.4945706,1
Validation,0.4951373,0
Validation,0.4956568,1
Validation,0.4961125,0
Validation,0.49646744,1
Validation,0.49671313,0
Validation,0.49683872,1
Validation,0.49684462,1
Validation,0.49673384,0
Validation,0.49648318,1
Validation,0.49611315,1
Validation,0.49564114,0
Validation,0.4950867,1
Validation,0.4944923,0
Validation,0.4938844,0
Validation,0.49335966,0
Validation,0.49294835,1
Validation,0.49265382,1
Validation,0.49247554,0
Validation,0.4924128,0
Validation,0.49246562,1
Validation,0.4926167,1
Validation,0.49284378,1
Validation,0.4931455,1
Validation,0.4935525,0
Validation,0.49407002,1
Validation,0.4946612,1
Validation,0.49530947,0
Validation,0.49595618,0
Validation,0.49653026,0
Validation,0.4969991,1
Validation,0.49726525,0
Validation,0.49734223,0
Validation,0.4971983,0
Validation,0.49685657,1
Validation,0.49629745,0
Validation,0.49559373,0
Validation,0.49483374,1
Validation,0.49405825,1
Validation,0.49334478,1
Validation,0.49274835,0
Validation,0.4922686,0
Validation,0.4919856,1
Validation,0.49191892,0
Validation,0.49204904,1
Validation,0.4923197,1
Validation,0.49267766,0
Validation,0.4930724,1
Validation,0.49347115,0
Validation,0.49386322,0
Validation,0.49425012,0
Validation,0.4945712,0
Validation,0.49477208,0
Validation,0.49481758,0
Validation,0.4947005,0
Validation,0.4944898,0
Validation,0.49421906,1
Validation,0.4939319,1
Validation,0.4936412,0
Validation,0.4933319,1
Validation,0.49306357,0
Validation,0.49281418,1
Validation,0.49262303,1
Validation,0.49248448,0
Validation,0.49240646,1
Validation,0.4924032,1
Validation,0.49239394,0
Validation,0.49236912,1
Validation,0.4923586,1
Validation,0.49230772,1
Validation,0.49222064,1
Validation,0.4921371,0
Validation,0.49212822,0
Validation,0.4922226,0
Validation,0.49242234,0
Validation,0.49267864,1
Validation,0.49292114,0
Validation,0.49313912,1
Validation,0.49332312,0
Validation,0.49347135,1
Validation,0.49354097,0
Validation,0.49352008,1
Validation,0.49348617,0
Validation,0.49342364,0
Validation,0.49335983,1
Validation,0.4933211,0
Validation,0.49330443,1
Validation,0.49329096,0
Validation,0.49325427,1
Validation,0.49318078,1
Validation,0.49302167,1
Validation,0.49280733,0
Validation,0.49260733,1
Validation,0.49245393,1
Validation,0.49236238,1
Validation,0.4924152,0
Validation,0.49252346,1
Validation,0.49267316,0
Validation,0.49281815,0
Validation,0.4929173,0
Validation,0.49299324,1
Validation,0.49301088,0
Validation,0.49297005,1
Validation,0.49288717,1
Validation,0.4927598,1
Validation,0.49259967,1
Validation,0.4924023,1
Validation,0.49216843,0
Validation,0.4918602,0
Validation,0.49156964,0
Validation,0.4912631,1
Validation,0.490963,0
Validation,0.49062842,0
Validation,0.49028504,1
Validation,0.48995394,1
Validation,0.48962885,0
Validation,0.48935387,1
Validation,0.4891541,0
Validation,0.48902518,0
Validation,0.4890345,0
Validation,0.48911902,0
Validation,0.48923925,0
Validation,0.48937902,1
Validation,0.48952547,0
Validation,0.489646,1
Validation,0.4897188,0
Validation,0.4897779,1
Validation,0.4898054,0
Validation,0.48975867,1
Validation,0.48973647,1
Validation,0.48976344,0
Validation,0.48980087,1
Validation,0.4899059,1
Validation,0.49000764,0
Validation,0.49012858,0
Validation,0.49025184,1
Validation,0.4903615,0
Validation,0.4904082,1
Validation,0.49047938,0
Validation,0.49054086,0
Validation,0.49062425,0
Validation,0.4906943,1
Validation,0.49074087,1
Validation,0.49076223,0
Validation,0.4907781,0
Validation,0.49083093,0
Validation,0.49096334,1
Validation,0.49111977,0
Validation,0.4912955,1
Validation,0.4914724,0
Validation,0.4916248,0
Validation,0.49176005,0
Validation,0.49184227,0
Validation,0.49188575,1
Validation,0.49191567,1
Validation,0.49190626,0
Validation,0.49185404,0
Validation,0.49169937,1
Validation,0.49148878,0
Validation,0.49121478,0
Validation,0.49089476,0
Validation,0.4905466,1
Validation,0.49016407,1
Validation,0.4897513,1
Validation,0.48934436,0
Validation,0.48894355,0
Validation,0.48861352,0
Validation,0.48848706,1
Validation,0.48844597,1
Validation,0.4884645,0
Validation,0.4885018,0
Validation,0.48855144,0
Validation,0.48862374,1
Validation,0.48870438,0
Validation,0.4887906,0
Validation,0.48893002,0
Validation,0.48911148,0
Validation,0.48936087,1
Validation,0.48971328,1
Validation,0.49010107,1
Validation,0.49056718,1
Validation,0.4911264,0
Validation,0.49183837,0
Validation,0.49267814,1
Validation,0.49357113,1
Validation,0.49440727,0
Validation,0.49514046,0
Validation,0.495779,1
Validation,0.49624306,0
Validation,0.49648964,0
Validation,0.49650916,1
Validation,0.49631587,0
Validation,0.49591196,1
Validation,0.4953622,1
Validation,0.4946953,0
Validation,0.49400374,1
Validation,0.49344972,1
Validation,0.49309802,0
Validation,0.49299085,0
Validation,0.4930722,1
Validation,0.49327502,0
Validation,0.49354967,1
Validation,0.49384454,1
Validation,0.49409887,0
Validation,0.49431893,0
Validation,0.4944807,0
Validation,0.49451903,0
Validation,0.49443114,0
Validation,0.49416894,1
Validation,0.49375027,0
Validation,0.4932139,1
Validation,0.49263266,1
Validation,0.49206868,0
Validation,0.49155298,0
Validation,0.49119064,1
Validation,0.4909877,1
Validation,0.49092764,1
Validation,0.49103358,1
Validation,0.491304,1
Validation,0.4917027,1
Validation,0.4921432,1
Validation,0.49255502,0
Validation,0.49287006,0
Validation,0.49308822,1
Validation,0.4931814,1
Validation,0.4931532,0
Validation,0.49301505,1
Validation,0.4927327,1
Validation,0.49239075,0
Validation,0.49201173,0
Validation,0.4916145,1
Validation,0.49122626,0
Validation,0.4908355,0
Validation,0.4904448,1
Validation,0.49004924,1
Validation,0.48964778,1
Validation,0.48927224,1
Validation,0.48893452,0
Validation,0.48864952,0
Validation,0.48845613,0
Validation,0.48836294,0
Validation,0.48835924,1
Validation,0.4884333,0
Validation,0.488491,1
Validation,0.48863012,0
Validation,0.4887735,1
Validation,0.4889175,1
Validation,0.4890352,0
Validation,0.48914778,1
Validation,0.48928636,0
Validation,0.48938143,1
Validation,0.48946756,1
Validation,0.4895773,0
Validation,0.4897329,0
Validation,0.48994637,1
Validation,0.49019808,1
Validation,0.49044448,0
Validation,0.49070925,1
Validation,0.49095866,1
Validation,0.4911893,1
Validation,0.4914356,1
Validation,0.49167895,1
Validation,0.49188414,0
Validation,0.49200502,0
Validation,0.49204895,1
Validation,0.49201328,0
Validation,0.49188408,1
Validation,0.49169362,0
Validation,0.491437,1
Validation,0.49116716,1
Validation,0.4908808,1
Validation,0.49056765,0
Validation,0.49020618,1
Validation,0.48987353,0
Validation,0.48955682,1
Validation,0.48928156,0
Validation,0.48898846,1
Validation,0.48874015,1
Validation,0.48852274,1
Validation,0.48837444,0
Validation,0.48833337,0
Test,0.48939416,1
Test,0.48933056,0
Test,0.4892379,1
Test,0.4891652,0
Test,0.48912948,0
Test,0.48911747,0
Test,0.48917636,0
Test,0.4892775,1
Test,0.4893833,1
Test,0.48945576,0
Test,0.489454,0
Test,0.48939496,1
Test,0.48931882,1
Test,0.48921338,0
Test,0.48909947,0
Test,0.4889654,1
Test,0.48889098,1
Test,0.488819,0
Test,0.48874718,1
Test,0.48866186,1
Test,0.48847988,0
Test,0.48827025,1
Test,0.48806408,0
Test,0.48788333,0
Test,0.48776564,1
Test,0.48768026,1
Test,0.48762426,0
Test,0.48759785,0
Test,0.48760548,1
Test,0.4876511,1
Test,0.48771217,1
Test,0.48774222,1
Test,0.48771584,1
Test,0.48766068,1
Test,0.48757383,1
Test,0.48748708,1
Test,0.48739767,0
Test,0.48730803,1
Test,0.48721564,1
Test,0.4870908,1
Test,0.48694435,0
Test,0.4867908,1
Test,0.4866523,0
Test,0.4865052,1
Test,0.48632827,0
Test,0.4861299,0
Test,0.48594388,0
Test,0.48580068,1
Test,0.48575655,1
Test,0.4857224,1
Test,0.48565686,1
Test,0.4854951,1
Test,0.48526007,0
Test,0.484989,1
Test,0.48477212,0
Test,0.48461562,1
Test,0.4845332,1
Test,0.48449388,0
Test,0.484449,1
Test,0.48447886,1
Test,0.484554,1
Test,0.48466855,1
Test,0.4847876,1
Test,0.4848974,1
Test,0.48496208,0
Test,0.4849542,1
Test,0.48491704,0
Test,0.48486495,0
Test,0.4848302,0
Test,0.48485994,1
Test,0.48502648,0
Test,0.48520854,0
Test,0.48541406,1
Test,0.48566714,0
Test,0.4858385,0
Test,0.4860175,1
Test,0.48621473,1
Test,0.48642272,1
Test,0.48655215,1
Test,0.48658758,0
Test,0.48656037,1
Test,0.48651534,0
Test,0.4864313,0
Test,0.48635092,1
Test,0.4862695,0
Test,0.48616356,0
Test,0.4860715,1
Test,0.48602316,1
Test,0.4860388,0
Test,0.48599616,1
Test,0.4859174,1
Test,0.4857909,1
Test,0.4856306,0
Test,0.48542792,1
Test,0.4852648,0
Test,0.4851024,0
Test,0.48498705,0
Test,0.48497078,1
Test,0.4850607,0
Test,0.48519424,1
Test,0.4853863,0
Test,0.48556215,1
Test,0.4857667,1
Test,0.48591015,1
Test,0.48597112,0
Test,0.4859651,1
Test,0.48588634,0
Test,0.48571083,0
Test,0.4854798,1
Test,0.48528895,0
Test,0.48513398,0
Test,0.48500755,0
Test,0.48490298,1
Test,0.48486406,0
Test,0.48479536,0
Test,0.4847572,1
Test,0.48472655,1
Test,0.4847002,1
Test,0.4845529,1
Test,0.48432913,0
Test,0.4840579,0
Test,0.4838229,0
Test,0.48365822,1
Test,0.48358175,0
Test,0.48353657,1
Test,0.48358357,1
Test,0.48369813,1
Test,0.48385277,0
Test,0.48395252,1
Test,0.4840263,0
Test,0.48393452,1
Test,0.483807,0
Test,0.48363012,0
Test,0.4834576,1
Test,0.48332676,0
Test,0.48317805,0
Test,0.48306978,0
Test,0.48301253,1
Test,0.4830223,1
Test,0.48306674,0
Test,0.4831339,1
Test,0.4832288,0
Test,0.4832845,0
Test,0.4833214,1
Test,0.4833845,0
Test,0.4834002,1
Test,0.48343602,1
Test,0.48347628,1
Test,0.48350817,1
Test,0.4835055,1
Test,0.48340547,0
Test,0.48328134,0
Test,0.483177,0
Test,0.48316792,1
Test,0.48324266,0
Test,0.4833572,0
Test,0.48350123,1
Test,0.48369938,0
Test,0.48387763,0
Test,0.4840888,1
Test,0.48429218,1
Test,0.4844782,0
Test,0.48459885,0
Test,0.48466176,0
Test,0.48469636,0
Test,0.48470548,0
Test,0.48469412,1
Test,0.48465443,0
Test,0.48458603,0
Test,0.48452818,1
Test,0.48445323,0
Test,0.48430756,1
Test,0.4841559,0
Test,0.4839662,1
Test,0.4837893,1
Test,0.48360583,1
Test,0.48335198,0
Test,0.48306453,0
Test,0.4828006,0
Test,0.4826558,0
Test,0.48264518,1
Test,0.48267946,0
Test,0.4827206,1
Test,0.4828093,1
Test,0.4828661,0
Test,0.48287368,0
Test,0.4828581,1
Test,0.48283067,1
Test,0.48276263,1
Test,0.48264217,1
Test,0.48249492,1
Test,0.48232278,0
Test,0.48218864,0
Test,0.48214096,1
Test,0.48215592,1
Test,0.48219055,1
Test,0.48226014,0
Test,0.48231852,0
Test,0.48238572,0
Test,0.48252276,1
Test,0.48271158,1
Test,0.48290673,0
Test,0.4830189,1
Test,0.48308733,0
Test,0.4831234,0
Test,0.48319507,0
Test,0.48329034,1
Test,0.4834238,0
Test,0.4835133,0
Test,0.48368344,0
Test,0.48388007,0
Test,0.4841001,1
Test,0.48430732,0
Test,0.484498,1
Test,0.4846793,0
Test,0.48472372,1
Test,0.48470476,0
Test,0.48464075,1
Test,0.48458487,1
Test,0.48452607,0
Test,0.48446295,0
Test,0.48444274,1
Test,0.4844906,1
Test,0.48453125,0
Test,0.48454887,1
Test,0.48455027,0
Test,0.4844573,1
Test,0.4843384,0
Test,0.48413375,1
Test,0.4839425,1
Test,0.48372462,1
Test,0.48354015,0
Test,0.48337698,0
Test,0.4832934,0
Test,0.48336333,1
Test,0.4835351,0
Test,0.48375058,0
Test,0.48398745,0
Test,0.4842183,1
Test,0.48444644,0
Test,0.48458713,1
Test,0.4847186,0
Test,0.48478636,0
Test,0.48487434,1
Test,0.4849657,1
Test,0.48506057,1
Test,0.48511997,1
Test,0.48508593,0
Test,0.4849638,1
Test,0.48480648,1
Test,0.48460618,0
Test,0.48437586,0
Test,0.4841763,0
Test,0.4840298,1
Test,0.48397246,1
Test,0.48391902,1
Test,0.4838755,1
Test,0.48383114,1
Test,0.48380327,1
Test,0.48380083,0
Test,0.4838084,1
Test,0.4838361,0
Test,0.48385632,1
Test,0.48390093,1
Test,0.48392352,1
Test,0.48394117,0
Test,0.48394835,0
Test,0.48393896,0
Test,0.483992,0
Test,0.48411638,1
Test,0.4842661,1
Test,0.48439342,1
Test,0.48443994,1
Test,0.48443857,0
Test,0.4843697,0
Test,0.48427415,0
Test,0.48418507,0
Test,0.48415372,1
Test,0.48416865,1
Test,0.48414746,0
Test,0.48410153,1
Test,0.48407257,1
Test,0.48400205,1
Test,0.48392174,0
Test,0.4838578,1
Test,0.4838352,0
Test,0.48383084,1
Test,0.48385465,0
Test,0.48388743,0
Test,0.4839497,0
Test,0.48403132,1
Test,0.48414174,0
Test,0.48421347,1
Test,0.48429555,1
Test,0.48435488,1
Test,0.48434418,1
Test,0.48422903,0
Test,0.48403302,0
Test,0.48383543,0
Test,0.48370346,0
Test,0.48364744,0
Test,0.48366758,0
Test,0.48375493,1
Test,0.48389468,1
Test,0.48402256,1
Test,0.4840001,1
Test,0.48393533,1
Test,0.48383942,1
Test,0.4837529,1
Test,0.48364606,0
Test,0.48350215,1
Test,0.48336378,0
Test,0.4832465,1
Test,0.48320627,0
Test,0.4831852,0
Test,0.48320994,1
Test,0.48325837,1
Test,0.48328468,1
Test,0.4832773,1
Test,0.48322868,1
Test,0.48313376,0
Test,0.4830222,1
Test,0.4829425,0
Test,0.48287746,0
Test,0.48292127,1
Test,0.48302805,0
Test,0.48311022,1
Test,0.48317173,0
Test,0.483185,1
Test,0.48319325,0
Test,0.48316875,1
Test,0.48315722,1
Test,0.48316526,0
Test,0.48313737,1
Test,0.4831743,1
Test,0.48322925,1
Test,0.48333088,0
Test,0.48343164,0
Test,0.48354733,1
Test,0.48367193,0
Test,0.4837456,1
Test,0.4838022,0
Test,0.48382056,1
Test,0.48380512,1
Test,0.4837362,1
Test,0.48362106,0
Test,0.48350066,0
Test,0.48347858,1
Test,0.48353702,0
Test,0.48363703,0
Test,0.4837834,0
Test,0.48397166,1
Test,0.4841322,1
Test,0.48420036,0
Test,0.48421523,0
Test,0.4842121,1
Test,0.48421377,0
Test,0.48418823,0
